track_name,track_artist,lyrics,track_album_release_date
Nothing's Gonna Stop Us Now,Starship,"Lookin' in your eyes I see a paradise This world that I found Is too good to be true Standin' here beside you Want so much to give you This love in my heart That I'm feelin' for you Let 'em say we're crazy I don't care 'bout that Put your hand in my hand Baby, don't ever look back Let the world around us Just fall apart Baby, we can make it If we're heart to heart And we can build this dream together Standing strong forever Nothing's gonna stop us now And if this world runs out of lovers We'll still have each other Nothing's gonna stop us Nothing's gonna stop us now Oh, whoa I'm so glad I found you I'm not gonna lose you Whatever it takes I will stay here with you Take it to the good times See it through the bad times Whatever it takes Is what I'm gonna do Let 'em say we're crazy What do they know Put your arms around me Baby, don't ever let go Let the world around us Just fall apart Baby, we can make it If we're heart to heart And we can build this dream together Standing strong forever Nothing's gonna stop us now And if this world runs out of lovers We'll still have each other Nothing's gonna stop us Nothing's gonna stop us Ooh, all that I need is you All that I ever need And all that I want to do Is hold you forever and ever and ever, hey And we can build this dream together Standing strong forever Nothing's gonna stop us now And if this world runs out of lovers We'll still have each other Nothing's gonna stop us Nothing's gonna stop us Build this dream together Standing strong forever Nothing's gonna stop us now (nothing's gonna stop us now) This world runs out of lovers We'll still have each other Nothing's gonna stop us (oh, no) And we can build this dream together (hey baby) Standing strong forever (I know) Nothing's gonna stop us now (nothing's gonna stop us) This world runs out of lovers (hey baby) We'll still have each other Nothing's gonna stop us (nothing's gonna stop us now) And we can build this dream together Standing strong forever Nothing's gonna stop us now... Lookin' in your eyes I see a paradise This world that I found Is too good to be true Standin' here beside you Want so much to give you This love in my heart That I'm feelin' for you Let 'em say we're crazy I don't care 'bout that Put your hand in my hand Baby, don't ever look back Let the world around us Just fall apart Baby, we can make it If we're heart to heart And we can build this dream together Standing strong forever Nothing's gonna stop us now And if this world runs out of lovers We'll still have each other Nothing's gonna stop us Nothing's gonna stop us now Oh, whoa I'm so glad I found you I'm not gonna lose you Whatever it takes I will stay here with you Take it to the good times See it through the bad times Whatever it takes Is what I'm gonna do Let 'em say we're crazy What do they know Put your arms around me Baby, don't ever let go Let the world around us Just fall apart Baby, we can make it If we're heart to heart And we can build this dream together Standing strong forever Nothing's gonna stop us now And if this world runs out of lovers We'll still have each other Nothing's gonna stop us Nothing's gonna stop us Ooh, all that I need is you All that I ever need And all that I want to do Is hold you forever and ever and ever, hey And we can build this dream together Standing strong forever Nothing's gonna stop us now And if this world runs out of lovers We'll still have each other Nothing's gonna stop us Nothing's gonna stop us Build this dream together Standing strong forever Nothing's gonna stop us now (nothing's gonna stop us now) This world runs out of lovers We'll still have each other Nothing's gonna stop us (oh, no) And we can build this dream together (hey baby) Standing strong forever (I know) Nothing's gonna stop us now (nothing's gonna stop us) This world runs out of lovers (hey baby) We'll still have each other Nothing's gonna stop us (nothing's gonna stop us now) And we can build this dream together Standing strong forever Nothing's gonna stop us now...",1987
Diamond Girl,Nice & Wild,"If you can feel what I am feeling Then the truth is just believing You're my, you're my diamond girl If you can feel what I am feeling Then the truth is just believing You're my, you're my diamond girl Ooh oh diamond girl You're my diamond girl Ooh oh diamond girl Diamond girl you make me feel Like I'm on fire when you are near You captivate me with your smile Girl you make me get so wild Ooh oh diamond girl You're my diamond girl Ooh oh diamond girl You're my diamond girl Diamond girl I'd like to know If I am getting near your door Which will only make me want you more Ooh I feel it coming through your door Ooh oh diamond girl You're my diamond girl Ooh oh diamond girl You're my diamond girl If you can feel what I am feeling Then the truth is just believing You're my, you're my diamond girl Ooh oh diamond girl You fit right on my finger I'm so proud to have me in you I persist to enjoy all your gifts You fit right on my finger I'm so proud to have me in you I persist to enjoy all your gifts Diamond girl where we go wrong The love I felt was all along Why did you had to leave so soon I feel so lonely without love If you can feel what I am feeling Then the truth is just believing You're my, you're my diamond girl Ooh oh diamond girl I'll always be your diamond, girl You're my diamond girl You're my diamond girl Daimond girl tú haces sentir Como estoy en fuego junto a ti Tú me cautivas con tu amor Te quiero dar todo mi calor Mi niña de diamante Si tu eres, si tu eres You're my diamond girl You fit right on my finger I'm so proud to have me in you You're my, my diamond girl NA",1987
Half a Person - 2011 Remaster,The Smiths,"Call me morbid, call me pale I've spent six years on your trail Six long years on your trail Call me morbid, call me pale I've spent six years on your trail Six full years of my life on your trail And if you have five seconds to spare Then I'll tell you the story of my life Sixteen, clumsy and shy I went to London and I I booked myself in at the Y.W.C.AI said ""I like it here, can I stay? I like it here, can I stay? Do you have a vacancy for a back-scrubber?"" She was left behind and sour And she wrote to me equally dour She said ""In the days when you were hopelessly poor I just liked you more"" And if you have five seconds to spare Then I'll tell you the story of my life Sixteen, clumsy and shy I went to London and I I booked myself in at the Y.W.C.AI said ""I like it here, can I stay? I like it here, can I stay? And do you have a vacancy for a back-scrubber?"" Call me morbid, call me pale I've spent too long on your trail Far too long chasing your tail And if you have five seconds to spare Then I'll tell you the story of my life Sixteen, clumsy and shy that's the story of my life Sixteen, clumsy and shy, the story of my life That's the story of my life That's the story of my life That's the story of my life, the story of my life That's the story of my life That's the story of my life That's the story of my life That's the story of my life That's the story of my life",1987
Lessons In Love,Level 42,"I'm not proud, I was wrong And the truth is hard to take I felt sure we had enough But our love went overboard Lifeboat lies lost at sea I've been trying to reach your shore Waves of doubt keep drowning me All the dreams that we were building We never fulfilled them Could be better, should be better For lessons in love For restless eyes, egos burn And the mold is hard to break Now we've waded in too deep And love is overboard Heavy hearts, token words All the hopes I ever had Fade like footprints in the sand All the homes that we were building We never lived in Could be better, should be better Lessons in love If we lose the time before us The future will ignore us We should use it, we could use it, yeah Lessons in love Lost without love Lessons in love When will you ever learn Lessons in love When there's nowhere left to turn Lessons in love Don't let your spirit burn Lessons in love I'll wait 'till you return All the dreams that we were building We never lived them We should use it, we could use it, yeah (Lessons in love) For lessons in love All the homes that we were building We never lived in Could be better, should be better Lessons in love If we lose the time before us The future will ignore us We should use it, we could use it, yeah Lessons in love",1987
One Way Love,TKA,"One way love Thought we had something Girl, I can't get you out of my mind Just one look I knew you were on of a kind Your love is hot So give me all you've got I need your love Too much is not enough One way love Thought we had something Girl, you played me for a fool Should of held back all my loving Didn't know there were no rules One way love Now I'm still crying Tears are falling like the rain But I know I'll keep on trying Why you put me through this pain? You said our love had passed the test But then you left me like all the rest That night we fought You knew you had been caught I knew the plan You found You found another man One way love Thought we had something Girl, you played me for a fool Should of held back all my loving Didn't know there were no rules One way love Now I'm still crying Tears are falling like the rain But I know I'll keep on trying Why you put me through this pain? Now, it's over You're out of my life And I won't make the same mistake twice You broke my heart You knew it from the start You were my world But I've found I've found another girl One way love Thought we had something Girl, you played me for a fool Should've held back all my loving Didn't know there were no rules One way love Now I'm still crying Tears are falling like the rain But I know I'll keep on trying Why you put me through this pain? One way love Thought we had something Girl, you played me for a fool Should of held back all my loving Didn't know there were no rules One way love Now I'm still crying Tears are falling like the rain But I know I'll keep on trying Why you put me through this pain? One way love Thought we had something Girl, you played me for a fool Should of held back all my loving Didn't know there were no rules One way love Now I'm still crying Tears are falling like the rain But I know I'll keep on trying Why you put me through this pain? One way love Thought we had something Girl, you played me for a fool Should of held back all my loving Didn't know there were no rules One way love Now I'm still crying Tears are falling like the rain But I know I'll keep on trying",1987
Is This Love - 2017 Remastered Version,Whitesnake,"I should have known better than to let you go alone It's times like these I can't make it on my own Wasted days and sleepless nights And I can't wait to see you again I find I spend my time waiting on your call How can I tell you babe? My back's against the wall I need you by my side to tell me ""It's alright"" 'Cause I don't think I can take anymore Is this love that I'm feeling? Is this the love that I've been searching for? Is this love or am I dreaming? This must be love, cause it's really got a hold on me A hold on me I can't stop the feeling I've been this way before But with you I've found the key to open any door I can feel my love for you growing stronger day by day And I can't wait to see you again So I can hold you in my arms Is this love that I'm feeling? Is this the love that I've been searching for? Is this love or am I dreaming? This must be love, cause it's really got a hold on me A hold on me NA Is this love that I'm feeling? Is this the love that I've been searching for? Is this love or am I dreaming? Is this the love that I've been searching for? Is this love or am I dreaming? Is this the love that I've been searching for? Is this love or am I dreaming? Is this the love that I've been searching for? Is this love? Is this love?",1987
Wild Wild West,Kool Moe Dee,"The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west I used to live downtown, 129th Street Convent, everything's upbeat Parties, ball in the park Nothing, but girls after dark We chill, nobody gets ill In the place we call the hill But if you try 'em That's when they will Get wild, but they don't fight, they kill At the... The wild wild west The wild wild west The wild wild west The wild wild west I remember parties out in the park With the girlies, rubbing up in the dark I was smooth, until someone pulled a gun It was over, they spoiled my fun I was flying, just like a track star Dying, nah, I ran through the back yard Trying to get into my building Saying ""Why in the heck won't somebody kill them?"" One day the fellas got together They vowed that no one would ever Come on our block, and terrorize us The gangs that used to do it, now they idolize us Guns, we don't like to use them Unless, our enemies choose them We prefer to fight you on like a man And beat you down with our hands and bodyslam you at the... The wild wild west The wild wild west The wild wild west The wild wild west We don't start trouble, but boy do we end it Our time, we like to spend it Snapping, boy do we heat up But we'll take time out to beat up A sucker, if he wants static Beatdown, yeah we got it Good, and we'll accommodate you Thanks to us, a lot of brothers hate to Come back, to this very day 'Cause losing's one thing we don't play If you're ever in a fight and you're beating one of us Break out, before you get bumrushed At the... The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west I'm talking about Nappy Red, Theo, Tony and Milton Mike Mike Sluggo and Mike Chillion D.O.B., Reggie B, and Sidney Dano B, Derrick B, Sean B, and don't forget Big Hank, Don Ice and Sire Rock God bless Peter Wax, Chuck Chuck, and Pork Chop El Dorado George way back in the day Had all the brothers on the hill talking this way They said, ""God, have mercy L.A Sunshine"" and my DJ Easy Lee, are from around the way Jock Jock, Philly Phil, Don D always But they're chillin', Keith Keith, KV Steve O, Ross Ross and A Fi Beroni, Toss Toss and Hung Hunk We fight with our hands and nobody's a punk! At the... The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west The wild wild west",1987
Tush,ZZ Top,"I been up, I been down Take my word, my way around I ain't asking for much I said, Lord, take me downtown I'm just looking for some tush I been bad, I been good Dallas, Texas, Hollywood I ain't asking for much I said, Lord, take me downtown I'm just looking for some tush Take me back, way back home Not by myself, not alone I ain't asking for much I said, Lord, take me downtown I'm just looking for some tush",1987
Over The Hills And Far Away,Gary Moore,"They came for him one winter's night Arrested, he was bound They said there'd been a robbery His pistol had been found They marched him to the station house He waited till the dawn And as they led him to the dock He knew that he'd been wronged ""You stand accused of robbery,"" He heard the bailiff say He knew without an alibi Tomorrow's light would mourn his freedom Over the hills and far away For ten long years he'll count the days Over the mountains and the seas A prisoner's life for him there'll be He knew that it would cost him dear But yet he dare not say Just where he'd been that fateful night A secret it must stay He had to fight back tears of rage His heart beat like a drum For with the wife of his best friend He spent his final night of freedom Over the hills and far away He swears he will return one day Far from the mountains and the seas Back in her arms again he'll be Over the hills and far away Over the hills and Over the hills and Over the hills and far away Each night within his prison cell He looks out through the bars He reads the letters that she wrote One day he'll know the taste of freedom Over the hills and far away She prays he will return one day As sure as the rivers reach the seas Back in his arms again she'll be Over the hills and far away He swears he will return one day As sure as the river reach the seas Back in his arms is where she'll be Over the hills and far away She prays he will return one day As sure as the rivers reach the sea Back in her arms is where he'll be Over the hills Over the hills and far away Over the hills Over the hills and far away",1987
Come Go with Me,Exposé,"Feels the same every day Come home from work late again Work so hard and never play I can't wait to take you far away Don't you know (Don't you know) Got to go (Got to go) Pressure builds from everyone every day Get away (Get away) Come my way (Come my way) When the day begins to end, then you're mine Come go with me, oh Make you feel alive This night will last Everlasting through the time Come go with me, oh Have no fears Bring back the memories I can take away the misery Take my hand, we'll fly away To our world that we can find today Can you feel (Can you feel) I'm for real (I'm for real) Can I hold you by the fire in the night Is it right (Is it right) Hold me tight (Hold me tight) When you look into my eyes in the light (Come go with me, oh) (Make you feel alive) (This night will last) (Everlasting through the time) Come go with me (Come go with me, oh) (Have no fears) (Two hearts in one) (Eternal through the night) Don't worry 'bout tomorrow Just come go with me Don't let it end in sorrow Love is our destiny (Come go with me) (Come go with me) I'll take you by the hand And we'll find another land (Come go with me) (Come go with me) Oh, leave the world behind The world of nine to five (Come go with me) (Come go with me) Come go with me (Come go with me, oh) (Make you feel alive) Yeah (This night will last) (Everlasting through the time) Into the night (Come go with me, oh) Into the night (Have no fears) Into the night (Two hearts in one) (Eternal through the night) Hey, hey, hey, hey (Come go with me, oh) Get away with me tonight (Make you feel alive) Stay with me tonight (This night will last) (Everlasting through the time) I can, can, can Can, can give you love (Come go with me, oh) I can, can, can (Have no fears) Can, can give you love (Two hearts in one) (Eternal through the night) (Come go with me, oh) Get away with me tonight (Make you feel alive) Stay with me tonight (This night will last) (Everlasting through the time) I can, can, can Can, can give you love (Come go with me, oh) I can, can, can, can (Have no fears) Can, can give you love (Two hearts in one) (Eternal through the night)",1987
Need You Tonight,INXS,All you got is this moment Twenty-first century's yesterday You can care all you want Everybody does yeah that's okay So slide over here And give me a moment Your moves are so raw I've got to let you know I've got to let you know You're one of my kind I need you tonight Cause I'm not sleeping There's something about you girl That makes me sweat How do you feel? I'm lonely What do you think? Can't think at all Whatcha gonna do? Gonna live my life So slide over here And give me a moment Your moves are so raw I've got to let you know I've got to let you know You're one of my kind I need you tonight Cause I'm not sleeping There's something about you girl That makes me sweat How do you feel? I'm lonely What do you think? Can't think at all Whatcha gonna do? Gonna live my life How do you feel? I'm lonely What do you think? Can't think at all Whatcha gonna do? Gonna live my life So slide over here And give me a moment Your moves are so raw I've got to let you know I've got to let you know You're one of my kind So slide over here And give me a moment Your moves are so raw I've got to let you know I've got to let you know You're one of my kind,1987
Rhythm Is Gonna Get You,Gloria Estefan,"O eh, o eh O eh, oo, aah O eh, o, eh O eh, oo, aah Yah, yeah, goh At night When you turn off all the lights There's no place that you can hide Oh no The rhythm is gonna getcha In bed Throw the covers on your head You pretend like you are dead But I know it The rhythm is gonna getcha Rhythm is gonna getcha Rhythm is gonna getcha Rhythm is gonna get you The rhythm is gonna get you tonight No way You can fight it every day But no matter what you say You know it The rhythm is gonna getcha No clue Of what's happening to you And before this night is through Ooh, baby The rhythm is gonna getcha O eh, o eh O eh, oo aah O eh, o eh O eh, oo aah Yah, yeah, goh Na na na na na Na na na na na na Na na na na na Na na na na na O eh, o eh O eh, oo aah O eh, o eh O eh, oo aah Yah, yeah, goh Na na na na na Na na na na na na Na na na na na Na na na na na",1987
"You Just Haven't Earned It Yet, Baby",The Smiths,"If you're wondering why All the love that you long for eludes you And people are rude and cruel to you I'll tell you why I'll tell you why I'll tell you why I'll tell you why You just haven't earned it yet, baby You just haven't earned it, son You just haven't earned it yet, baby You must suffer and cry for a longer time You just haven't earned it yet, baby And I'm telling you now If you're wondering why When all I wanted from life was to be famous I have tried for so long, it's all gone wrong I'll tell you why I'll tell you why I'll tell you why I'll tell you why But you wouldn't believe me You just haven't earned it yet, baby You just haven't earned it, son You just haven't earned it yet, baby You must suffer and cry for a longer time You just haven't earned it yet, Baby And I'm telling you now I'll tell you why I'll tell you why Today I am remembering the time When they pulled me back and held me down And looked me in the eyes and said You just haven't earned it yet, baby You just haven't earned it, my son You just haven't earned it yet, baby You must stay on your own for slightly longer You just haven't earned it yet, baby And I'm telling you now You just haven't earned it yet, baby (oh, oh) You just haven't earned it yet, baby (oh, oh)",1987
Still of the Night - 2017 Remastered Version,Whitesnake,"In the still of the night, I hear the wolf howl, honey Sniffing around your door In the still of the night, I feel my heart beating heavy Telling me I gotta have more In the shadow of night, I see the full moon rise Telling me what's in store My heart start aching, my body start-a shaking And I can't take no more No, no, no Now I just wanna get close to you And taste your love so sweet And I just wanna make love to you Feel your body heat In the still of the night In the still of the night Over here baby In the heat of the day, I hang my head down low And hide my face from the sun Through the light of the day until the evening time I'm waiting for the night to c-c-c-come Ooh, baby In the still of the night In the cool moonlight I feel my heart is aching In the still of the night Ooh, baby Ooh, babe I can't keep away Closer and closer, need to be closer I can't keep away, can't keep away, can't keep away I can't keep away, no You gotta give me love Got to give me some lovin' everyday You can't keep away Ooh baby, ooh woman Ahh Get over here, babe In the still of the night, I hear the wolf howl, honey Sniffing around your door In the still of the night, I feel my heart beating heavy Telling me I gotta have more Ooh! Mama Now I just wanna get close to you And taste your love so sweet And I just wanna make love to you Feel your body heat In the still of the night Ooh, yeah In the still of the night I will be sneaking 'round your door In the still of the night In the still of the night Ain't nothing gonna stop me now Still of the night, still of the night, still of the night Still of the night, still of the night, still of the night Still of the night, still of the night, still of the night",1987
How Ya Like Me Now - Longer Version,Kool Moe Dee,"NA I throw my tape on then, I watch ya Three seconds later, I got ya Shakin' your head, dancin' instead of sittin' The rhymes kick, the beats hittin' you Just like a home run, slammin' like a slam dunk Riding the wave that James Brown gave funk It happened to James like it happened to me How you think I feel to see another MC get paid Usin' my rap style And I'm playin' the background meanwhile I ain't with that, you can't forget that You took my style, I'm takin' it back Comin' back, like ""Return of the Jedi""Sucker MC's in the place that said I Could only rock rhymes and only rock crowds But never rock records, how ya like me now? How ya like me now? How ya like me now? Now brothers are riding me like a pony I'm no phony, I'm the only real mic-aroni Playin' the mic like it's supposed to be played New jacks, you all shoulda stayed Out of the business, what is this Amateur night at the Apollo? Get off this stage, I'm in a rage I'm like a lion that's been trapped inside a cage I'm the real king, rap is a jungle I never understood, how could one go To a party, watch me, stand around and jock me Become a rapper, then try to rock me Schemin' like a demon, you're screamin' and dreamin' I'm from the old school, I used to see men Die for less, but I'm not living that way I'll let my mic do the talkin' And let the music play How ya like me now? Rap is an art and I'm like Picasso But of course, why else would you try so Hard to paint a picture, and try to get ya Self in my shoes, but they won't fit ya I'm bigger and better, forget about deffer Every time I rocked the mic, I left a Stain in your brain that will remain Stuck in the back of your brain till you see me Again, respect, I come correct The rhymes I select are nothing short of perfect Vernacular's pure and I can ensure Life or death with my breath, my voice is a cure I heal life from the words I spread I'll make a sick man rock on his death bed Sucker MC's, I'll make your girl say, ""Ow"" And she's jockin', now how ya like me now? How ya like me now? How ya like me now? It irked my nerve when I heard A sucker rapper that I know I'll serve Run around town sayin' he is the best Is that a test? I'm not impressed Get real, you're nothing but a toy Don't ya know that I'll serve that boy? Just like a waiter, hit 'em with a plate of These fresh rhymes and Make sure that he pay the bill And leave him standin' still When he's had enough, hit him with a refill And for dessert it won't be no ice cream I'm just gonna splatter and shatter his pipe dreams Make him feel the wrath, beat him down, and laugh And when I finish, then I'm gonna ask him""Who is the best?"" And if he don't say, ""Moe Dee"" I'll take my whip and make him call himself Toby Whip him good, then I'll make him sweat Always talkin' about battles and never had a battle yet But if we ever did, how could you beat me? You're so petrified, you're scared to even meet me My word's the law, that's why you don't beef You're nothing but a punk, track star, and a thief So I'm puttin' you on punishment, just like a child Never touch another mic, how ya like me now? How ya like me now? I could continue, there's more on the menu But I'll relax 'cause I'm so far in you You had enough, I know you're overstuffed And if I keep going, you'll be throwin' up Old rhymes I used to say way back in the day When you used to come to my parties and pay Nobody's ever gonna rock me and this I vow So all I wanna say is how ya like me now? How ya like me now? How ya like me now? How ya like me now?",1987
Right and a Wrong Way,Keith Sweat,"Mmm, oh... My, my, my, my, my, my baby You're mine, mine, mine, mine I'm gonna love you right, girl You may be young but you're ready (Ready to learn) You're not a little girl, you're a woman (Take my hand) Let me tell you, baby I'm yours for the takin' So you can (Do what you please) Don't take my love for granted You're all I (I'll ever need) Hold me, hold me in your arms (Oh...baby) Never let me go (There's a right and a wrong way to love somebody) A right way to love somebody, to love me right (There's a good and a bad way to love somebody) There's a good Oh...whoa...oh...whoa...oh... You do me good So don't play no silly games with me, baby (No, no, no, no, it's just not my fate) No, no, no All I need is your loving here (Hold me tight, baby, with the joy you can bring) Mmm, take me I'm yours (Take me) I'm willin' (Ooh, baby) Hold me, hold me in your arms, hey, baby (I don't want to let you go) Never let go You, you're all I need in this world (Oh...baby) Ooh, you got to know, you better know You better know my, my baby (There's a right and a wrong way to love somebody) You know You know you mean the world to me, girl (There's a good and a bad way to love somebody) I'm gonna treat you good Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah, yeah, baby, ooh, yeah Ooh...ooh...hoo...ooh...ooh...ooh...ooh...ooh... I want your lovin', girl All night long, all night long, all night long, girl We'll be like two lovers in a tree (There's a good and a bad way to love somebody) Tweddle-lee-deeddle-lee-deedle-lee-dee Me and you, girl (Whoa, whoa, whoa) Ooh, you know my love is right, why can't you see (There's a good and a bad way to love somebody) We'll love each other eternally, just you and me, baby Oh, oh, oh You're a big girl now (There's a good and a bad way to love somebody) No more daddy's little girl",1987
Here I Go Again - 2018 Remaster,Whitesnake,"I don't know where I'm going But, I sure know where I've been Hanging on the promises in songs of yesterday And I've made up my mind I ain't wasting no more time Though I keep searching for an answer I never seem to find what I'm looking for Oh Lord, I pray you give me strength to carry on Cause I know what it means To walk along the lonely street of dreams Here I go again on my own Going down the only road I've ever known Like a hobo I was born to walk alone And I've made up my mind I ain't wasting no more time I'm just another heart in need of rescue Waiting on love's sweet charity An' I'm gonna hold on for the rest of my days Cause I know what it means To walk along the lonely street of dreams Here I go again on my own Going down the only road I've ever known Like a hobo I was born to walk alone And I've made up my mind I ain't wasting no more time But, here I go again Here I go again Here I go again Here I go And I've made up my mind I ain't wasting no more time Here I go again on my own Going down the only road I've ever known Like a hobo I was born to walk alone Cause I know what it means To walk along the lonely street of dreams Here I go again on my own Going down the only road I've ever known Like a hobo I was born to walk alone And I've made up my mind I ain't wasting no more time But, here I go again Here I go again Here I go again Here I go Here I go again Cause I know what it means To walk along the lonely street of dreams Here I go again on my own Going down the only road I've ever known Like a hobo I was born to walk alone And I've made up my mind I ain't wasting no more time",1987
Exposed To Love,Exposé,"Changing stages to the love and games Silent whispers in the falling rain It took your heart to expose me to love There's a look (there's a look) in your eyes (in your eyes) And in your smile even just for a while In the still (in the still) of the night (of the night) I've got to show you, baby, how I feel, oh (oh) And melt you with my love Exposed to love, ohhh ohhh Never felt like this love Exposed to love, ohhh ohhh Never felt like this love Hear my echoes, they are not in vain Listen to me before I go insane You found a way into my open arms Like the stars (like the stars) heart to heart (heart to heart) Is there a way for me to sing you this song In the heat (in the heat) of the night (of the night)? I've got to show you, baby, how I feel, oh (oh) And melt you with my love Exposed to love, ohhh ohhh Never felt like this love, ohhh ohhh Exposed to love, ohhh ohhh Never felt like this love, ohhh ohhh INSTRUMENTAL BRIDGE I've got to show you, honey, how I feel, oh (oh) And, boy, I'll melt you with my love Exposed to love, ohhh ohhh Never felt like this love, ohhh ohhh Exposed to love, ohhh ohhh Never felt like this love, ohhh ohhh Exposed to love (Ohhhhhhh, ohhhhhhh) (Never felt like this love, never felt like this love Never felt like this love, never felt like this love) Exposed to love, ohhh ohhh Never felt like this love, ohhh ohhh Exposed to love, ohhh ohhh Never felt like this love, ohhh ohhh (repeat and fade out)",1987
Here I Go Again 87 - 2008 Remaster,Whitesnake,"I don't know where I'm going But, I sure know where I've been Hanging on the promises in songs of yesterday And I've made up my mind I ain't wasting no more time Here I go again Here I go again Though I keep searching for an answer I never seem to find what I'm looking for Oh Lord, I pray you give me strength to carry on 'Cause I know what it means To walk along the lonely street of dreams Here I go again on my own Going down the only road I've ever known Like a drifter I was born to walk alone And I've made up my mind I ain't wasting no more time I'm just another heart in need of rescue Waiting on love's sweet charity An' I'm gonna hold on for the rest of my days 'Cause I know what it means To walk along the lonely street of dreams An' here I go again on my own Going down the only road I've ever known Like a drifter I was born to walk alone And I've made up my mind I ain't wasting no more time But, here I go again Here I go again Here I go again Here I go NA 'Cause I know what it means To walk along the lonely street of dreams An' here I go again on my own Going down the only road I've ever known Like a drifter I was born to walk alone And I've made up my mind I ain't wasting no more time An' here I go again on my own Going down the only road I've ever known Like a drifter I was born to walk alone 'Cause I know what it means To walk along the lonely street of dreams But, here I go again on my own Going down the only road I've ever known Like a drifter I was born to walk alone",1987
Don't Stop Your Love,Keith Sweat,"You know it's about three o'clock when I looked at the time And I had two more hours to go before I got to your love And the time just kept ticking slower and slower When I got to the front door I thought about openin' the door with my key that Seeing your lovely face right in front of me Girl, I've been thinkin' 'bout you all day long And I just could not wait, baby, to get home to you Food, forget about the dinner, oh, honey 'Cause the only thing I'm hungry for, oh, baby, is you Just keep it comin', baby, come on Don't stop your love (No, no) Don't stop your love Don't stop your love (I need it right now) Don't stop your love Unplug the phone, girl, so we won't be disturbed But the way I want it, baby, is just you and me Well, run your fingers through my hair, girl , and love me down 'Cause your lovin' is the only thing tonight, girl, that I need Just keep it comin', baby, come on Don't stop your love (No, no, ooh) Don't stop your love Don't stop your love (I need your lovin' right now) Don't stop your love (Ooh, baby) Don't stop your love (Keep it comin' 24/7) Don't stop your love Don't stop your love (I need your lovin' right now) Don't stop your love Oh, girl, yeah Love me {Uh, uh, Jacci} Love me down {Love you down, yeah, yeah, yeah} Put your arms all around {I want you, boy} Yeah, that's the way {Need you, boy, uh, uh} Ooh, baby Mmm'hmm'yeah, yeah Ooh, I can't wait, baby Don't stop your love (Oh, just touch me, baby) Don't stop your love (Bring your body next to mine, girl) Don't stop your love, I can't wait for your love (Mmm'mmm'mmm' mmm' mmm') Don't stop your love (Just touch me, baby) Don't stop your love (Come on, girl, come on, girl, and touch me, baby) Don't stop your love (I love it when you love me like you love me, girl) Don't stop your love, I can't wait for you love Don't stop your love (All night long, give me your lovin', baby) Don't stop your love (Don't stop it, give it to me, girl, you know I want it, no') Don't stop your love (Girl) I wanna rub my fingers through your hair tonight, girl I wanna love you down, all the way down, baby Touch me, girl, ooh, touch me, honey Don't stop, don't stop, don't stop, baby, no, no Take me I'm yours Hold me, love me down, make this so good, girl Whoa, no, no, no, baby, yeah I love it when you love me like you love it, how you love it, girl, yeah, yeah Ooh, just unplug the phone, girl I don't wanna be disturbed, I don't wanna be disturbed I wanna love you down all night long I'm gonna love you down, I'm gonna keep it strong I wanna rock your body all night long , girl I wanna do it right , I wanna do it all night Just you and me , nobody else It's just you and me , all by ourselves",1987
Make It Last Forever (with Jacci McGhee),Keith Sweat,"Make it last Make it last forever (Ever) Don't let end our love end (Ooh...ooh...) (Ooh...ooh...ooh...oh...) Let's make it last (Ooh...ooh...ooh...oh...) Let's make it last forever and ever Don't our let our love end (Oh...don't let love end), mmm... Let me hear you tell me you love me Let me hear you say you'll never leave me Ooh, girl, that would make me feel so right Let me hear you tell me you want me Let me hear you say you'll never leave me, baby Until the morning light (I) Let me tell you how much I love you Let me tell you that I really need you Baby, baby, baby, I will make it all right No one but you, baby Can make me feel The way you make me, make me, make me feel Whoa...oh...oh...oh...oh...oh... Mmm...mmm....mmm... Don't let our love end (Don't) Just make it last forever (Oh, make it last) and ever (Forever) Your touch is wonderful Your love is so marvelous Joy, that's what I feel When I'm with you Nothing, no one (No one, boy) Could compare to what we have (oh, my baby, hell, no, baby) Love, it feels so good I'm so glad you're mine (Oh...oh...) Whoa...oh...oh...oh...oh...oh... (Ooh, baby) Make it last forever (Ooh...ooh...ooh...) Know that I love it (No, no, no, no, no, no) Make it last forever and ever (Yeah, yeah) Ooh, give me kisses (Kisses) Love me (Love me), hold me (Hold me) Squeeze me (Squeeze me) Chillin' (Chillin'), come on (Come on) I love you (You know I do), baby Whoa...oh...oh...oh...oh...oh... Mmm...mmm....mmm... Make it last forever (No, no, no, no, no, no) Don't let our love end (And ever) Whoa...oh...oh...ho...oh... (No, don't you let it end) You got to make it last Never, never, never let it end Just make it last forever (I loved to) and ever (Woo, oh) I want our love to last a lifetime (I'd give it up, give it up for you) Ooh, tell me, tell me you'll always be mine (I love you, love you, love you, love you, love you) To make love forever and ever (Ooh) We've got to make it last Got to make it, got to make it, got to make (Ho...oh...), got to make it, oh, baby Oh, honey (Oh, honey) I love you (I love you) Ooh, you're the best thing in my world The only thing in the world, I love you so",1987
