track_name,track_artist,lyrics,track_album_release_date,playlist_genre
Cum on Feel the Noize,Quiet Riot,"Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Wild, wild, wild So you think I got an evil mind I tell you honey I don't know why I don't know why So you think my singin's out of time It makes me money I don't know why I don't know why Anymore Oh no So cum on feel the noize Girls rock your boys We'll get wild, wild, wild Wild, wild, wild Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Baby! So you say I got a funny face I got no worries And I don't know why I don't know why Oh I gotta sing with some disgrace I'm in no hurry And I don't know why I don't know why Anymore No no no Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Wild, wild, wild Cum on feel the noize Girls rock your boys We get wild, wild, wild Baby Come on! Well you think we have a lazy time You should know better I don't know why I don't know why So you say I got a dirty mind I'm a mean go getter I don't know why I don't know why Anymore Oh no Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Wild, wild, wild Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Baby! Come on, (come on) feel it Girls rock your boys (come on, rock it!) We'll get wild, wild, wild We're gonna get wild! (wild, wild, wild) We're gonna get rocked tonight (cum on feel the noize) Rock it tonight (girls rock your boys) We'll get wild, wild, wild OH YEAH!! Ah, ah, ah (woooo) Ah, ah, ah Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Ah, ah, ah Ah, ah, ah Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Wild, wild, wild So you think I got an evil mind I tell you honey I don't know why I don't know why So you think my singin's out of time It makes me money I don't know why I don't know why Anymore Oh no So cum on feel the noize Girls rock your boys We'll get wild, wild, wild Wild, wild, wild Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Baby! So you say I got a funny face I got no worries And I don't know why I don't know why Oh I gotta sing with some disgrace I'm in no hurry And I don't know why I don't know why Anymore No no no Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Wild, wild, wild Cum on feel the noize Girls rock your boys We get wild, wild, wild Baby Come on! Well you think we have a lazy time You should know better I don't know why I don't know why So you say I got a dirty mind I'm a mean go getter I don't know why I don't know why Anymore Oh no Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Wild, wild, wild Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Baby! Come on, (come on) feel it Girls rock your boys (come on, rock it!) We'll get wild, wild, wild We're gonna get wild! (wild, wild, wild) We're gonna get rocked tonight (cum on feel the noize) Rock it tonight (girls rock your boys) We'll get wild, wild, wild OH YEAH!! Ah, ah, ah (woooo) Ah, ah, ah Cum on feel the noize Girls rock your boys We'll get wild, wild, wild Ah, ah, ah Ah, ah, ah",1996,rock
Easy Livin',Uriah Heep,"This is a thing I've never known before It's called easy livin' This is a place I've never seen before And I've been forgiven Easy livin' And I've been forgiven Since you've Taken your place in my heart Somewhere along the lonely road I had tried to find you Day after day on that windy road I had walked behind you Waiting, watching, wishing my whole life away Dreaming, thinking Ready for my happy day And some easy livin' x2",1996,rock
Coco Jamboo - Radio Version,Mr. President,"Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye Put me up, put me down Put my feet back on the ground Put me up, take my heart And make me happy Put me up, put me down Put my feet back on the ground Put me up, feel my heart And make me happy Here we go, gettin' smooth to the groove Watching lovely ladies, as I smooth as I move 'Cause that's what they say, but I can't prove So turn it up again and watch me move to the groove As we get close, you whisper coco I hold you in my arms and you say Jamboo Scream and shout, turn and say Colombo Now I gotta go, so coco Put me up, put me down Put my feet back on the ground Put me up, take my heart And make me happy Put me up, put me down Put my feet back on the ground Put me up, feel my heart And make me happy Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye (e-yo) Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye (e-yo) That's the way I treat dem girls, kinda smooth, see 'Cause there's one man and yo, well that's me, see So let me show you round while you sip your tee gee But no coco loco, boom, while I take a pee leak When I hold my baby, she says I do it nicer I like my chicken with rice and lemonade and That's what you get, when she shouts out Jamboo Now I gotta go, yo coco Put me up, put me down Put my feet back on the ground Put me up, take my heart And make me happy Put me up, put me down Put my feet back on the ground Put me up, feel my heart And make me happy Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye (singing everybody) Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye (singing everybody) Ya ya ya Coco Jamboo ya ya ye (e-yo) Ya ya ya Coco Jamboo ya ya ye Put me up, put me down Put my feet back on the ground Put me up, take my heart And make me happy Put me up, put me down Put my feet back on the ground Put me up, feel my heart And make me happy Ya ya ya Coco Jamboo ya ya ye (Coco Jamboo) Ya ya ya Coco Jamboo ya ya ye (e-yo) Ya ya ya Coco Jamboo ya ya ye (Coco Jamboo) Ya ya ya Coco Jamboo ya ya ye (e-yo) Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye Put me up, put me down Put my feet back on the ground Put me up, take my heart And make me happy Put me up, put me down Put my feet back on the ground Put me up, feel my heart And make me happy Here we go, gettin' smooth to the groove Watching lovely ladies, as I smooth as I move 'Cause that's what they say, but I can't prove So turn it up again and watch me move to the groove As we get close, you whisper coco I hold you in my arms and you say Jamboo Scream and shout, turn and say Colombo Now I gotta go, so coco Put me up, put me down Put my feet back on the ground Put me up, take my heart And make me happy Put me up, put me down Put my feet back on the ground Put me up, feel my heart And make me happy Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye (e-yo) Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye (e-yo) That's the way I treat dem girls, kinda smooth, see 'Cause there's one man and yo, well that's me, see So let me show you round while you sip your tee gee But no coco loco, boom, while I take a pee leak When I hold my baby, she says I do it nicer I like my chicken with rice and lemonade and That's what you get, when she shouts out Jamboo Now I gotta go, yo coco Put me up, put me down Put my feet back on the ground Put me up, take my heart And make me happy Put me up, put me down Put my feet back on the ground Put me up, feel my heart And make me happy Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye (singing everybody) Ya ya ya Coco Jamboo ya ya ye Ya ya ya Coco Jamboo ya ya ye (singing everybody) Ya ya ya Coco Jamboo ya ya ye (e-yo) Ya ya ya Coco Jamboo ya ya ye Put me up, put me down Put my feet back on the ground Put me up, take my heart And make me happy Put me up, put me down Put my feet back on the ground Put me up, feel my heart And make me happy Ya ya ya Coco Jamboo ya ya ye (Coco Jamboo) Ya ya ya Coco Jamboo ya ya ye (e-yo) Ya ya ya Coco Jamboo ya ya ye (Coco Jamboo) Ya ya ya Coco Jamboo ya ya ye (e-yo) Ya ya ya Coco Jamboo ya ya ye",1996,pop
Got to Give It Up,Aaliyah,"Yeah bartender can I get a Hennesy on the rocks And a Long Island Ice Tea? Thank you Didn't I tell you this club was dope? Yeah you wasn't lying kid it definitely is Look at this they all over the place Yeah one second hun, slow down, slow Yo James get her off me Yo back off shorty Alright would you slow the hell down? Back off shorty Like everyone was chasing my fine ass But when Aaliyah walked in the whole place went bananas I'm playing for most of my perks And they offering the hun free Cristal the works Not to mention smelled good, looked dope I brought me a bottle so I wouldn't look broke Stepped like a Big Willie Woodgewell playa Sign this thousand dollar bill for me Aaliyah I used to go out to parties and stand around Cause I was too nervous to really get down But my body yearned to be free I went off on the floor so somebody would choose me No more standing upside the wall Now I got myself together baby and I'm having a ball Long as your grooving there's always a chance Somebody watching might wanna make romance Move your body, ooh baby, and dance all night To the grooving, feel all right Move your body, oh and move your feet Cause the DJ's groovin', oh and it sounds so sweet, come on Baby just party on and on Cause this party is jumpin' till the break of dawn, oh Well I peeled off one more thousand and hand her One more please from my girlfriend Amanda Rick, honey with that butt like ka-pow wanna but you a drink Tell shorty not now You can have me when you want me baby This is such a live party baby Going crazy in this place tonight And the feeling is oh so right, yeah All the fellas in here are so fine, oh When you're moving your body Boy you're blowing my mind I think I'm gonna let you do it baby One more comment since my time is out Love that song where you say that line about 'You're a positive motivating force within my life' No kidding, hit 'em Named ruler and the ruler wouldn't lie to ya Whack singing huns all squirm at the sight of ya Us? We some old La-Di-Da-Di-ans Let me let you go so you can attend to your audience Sexy baby, sexy baby, sexy baby, sexy baby Sexy baby, sexy baby, sexy baby, sexy baby, baby Oh, oh baby Oh yeah, ooh",1996,r&b
Mr. Ice Cream Man,Master P,"Before you jump in the game let's get one thing understood If you're sellin' that ice cream, you gots to make sure it's good Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Hit the block dressed in white with some baggy Girbaud's A pocket full of stones, 3 G's and try'na lose these hoes And the task comin' sick 'cause it's the first of the month Fiends on my pager like I'm try'na take these fools to lunch Goin' crazy and ghetto's try'na kill me My little homie's lost his life, y'all fools feel me I pack a T 'cause I'm paranoid at night time Brothas be pullin' jacks, I'm in the hood bustin' gangsta rhymes And still gotta watch my back in the hood, GLike Spice1 said those fools livin' like the movies Little kids get 'bout it, I mean my hood is rowdy I'm try'na make a dollar out of 15 cents before I'm up and outtie Before you jump in the game let's get one thing understood If you're sellin' that ice cream, you gots to make sure it's good Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man, or call me Master P I got it 2 for 3, call me if you need some DMe and my little brother Silkk we be ballin'Got this thang sewed up from Texas to New Orleans And 'cross the West Coast where fools get wicked I'm in the game hella deep, try'na to score a meal ticket Breakin' fiends off boulders, I mean A-1 soda! Duckin' the task and try'na hide from the rollers And hangin' with TRU soldiers, my TRU click we true to this TRU 2 da G-A-M-E, fool, we ain't new to this In the hood I got ice cream cones And if you fiends want a lick, nothing for free that gonna cost you 20 bones For y'all ballers that won't wait call me on the pager I got half gallons of milk, fool I got 31 flavors Mr. I-C-E-M-A-N is on the scene You betta have my 'fetti if you don't have my ice cream Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Before you jump in the game let's get one thing understood If you're sellin' that ice cream, you gots to make sure it's good Now let's see who owes me cash, I gots to go to the grinds and get mine Fools be try'na check it, wreck it, but it's 'bout that time See who owes me, pay me now, don't pay me later, crooked alligators Try'na scheme off the top, but they be like playa haters I gots 'em 2 for 3, 4 for 5, gots them rocks For killers I got that 2 for 3, 4 for 5 on Macs 'n' Glocks You can come and checks my grip, you can come and checks this But I'm on them triple gold in the 9-skrilla Lexus Master P in the 500 S-E-L with a triple beam You scream, I scream, but the fiends screamin' for ice cream Before you jump in the game let's get one thing understood If you're sellin' that ice cream, you gots to make sure it's good Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Mr. Ice Cream Man (Mr. Ice Cream Man) Master P's the Ice Cream Man Y'all fools betta recognize I'm the real Ice Cream Man I'm the Ice Cream Man Mr. Ice Cream Man Master P, or call me the Ice Cream Man",1996,rap
Barely Breathing,Duncan Sheik,"I know what you're doing, I see it all too clear I only taste the saline when I kiss away your tears You really had me going, wishing on a star But the black holes that surround you are heavier by far I believed in your confusion, you were so completely torn It must've been that yesterday was the day that I was born There's not much to examine, there's nothing left to hide You really can't be serious, you have to ask me why I say goodbye 'Cause I am barely breathing and I can't find the air Don't know who I'm kidding, imagining you care And I could stand here waiting, a fool for another day I don't suppose it's worth the price, you're worth the price, the price that I would pay And everyone keeps asking, what's it all about? I used to be so certain and I can't figure out What is this attraction, I can only feel the pain There's nothing left to reason and only you to blame Will it ever change? 'Cause I am barely breathing and I can't find the air Don't know who I'm kidding, imagining you care And I could stand here waiting, a fool for another day I don't suppose it's worth the price, you're worth the price, the price that I would pay But I'm thinking it over anyway I'm thinking it over anyway I've come to find I may never know Your changing mind, is it friend or foe I rise above or sink below With every time you come and go Please don't come and go 'Cause I am barely breathing and I can't find the air Don't know who I'm kidding, imagining you care And I could stand here waiting, a fool for another day I don't suppose it's worth the price, you're worth the price, the price that I would pay But I'm thinking it over anyway I'm thinking it over anyway I know what you're doing, I see it all too clear",1996,rock
Bailando - Video Edit,Paradisio,"Letra de ''Bailando'' Sí, señor, efectos especiales, yeh, yeh, yeah Sí, señor, una tentación, yeh, yeh, yeah Tú y yo a la fiesta Tú y yo toda la noche Tú y yo a la fiesta Tú y yo Bailando, bailando Amigos adiós, adiós el silencio loco Bailando, bailando Amigos adiós, adiós el silencio loco Sí, señor, corona de cristales, yeh, yeh, yeah Sí, señor, una emoción, yeh, yeh, yeah Tú y yo a la fiesta Tú y yo toda la noche Tú y yo a la fiesta Tú y yo Bailando, bailando Amigos adiós, adiós el silencio loco Bailando, bailando Amigos adiós, adiós el silencio loco Bailando, bailando Amigos adiós, adiós el silencio loco Bailando, bailando Amigos adiós, adiós el silencio loco La luna estaba Ilena, soñé de un palacio Un paraíso que se Ilama Paradisio Tú y yo a la fiesta Tú y yo toda la noche Tú y yo a la fiesta Tú y yo Bailando, bailando Amigos adiós, adiós el silencio loco Bailando, bailando Amigos adiós, adiós el silencio loco Bailando, bailando Amigos adiós, adiós el silencio loco Bailando, bailando Amigos adiós, adiós el silencio loco Bailo sensual Noche romántica Melodía",1996,pop
Sailin Da South,DJ Screw,"Aw, yeah It's that nigga E-S-motherfucking-Gizzy And it's going down, once again in this bitch We're still ""Swangin' And Bangin'"" on them mark-ass busters But they don't know what time it is Damn man, nigga so motherfucking high in this bitch I might can't even rap, man Damn, a nigga gonna stutter or something, man Fuck this shit, but um All the real motherfucking G's Just come on and take a little trip with the E to the S to the motherfucking G Cause we're gonna do it like this, bitches Come take a trip with E as I glide and I slide Boun-boun-boun-bounce as I flip in my ride Now, the blunts get bust open as I break down that skunk Bump-bump-bump-bump is the sound in my trunk I got you all feeling good, you're bobbing your head Rat-tat-tat-tat, dumb nigga, are you dead? Cause it's one for the money, two for the hoes And you got to be real to feel the fucking flow So, bitches, bend over, now raise up your skirt Scr-scr-scr-scream if that dick hurt Now, I gots to hit it good, you know I can't stop Pop-pop-pop-pop goes the sound of that twat As I walked outside, just stood up on the curb and Chirp-chirp-chirp-chirp goes the alarm in my Suburban Now I hops in, the Glocks in, it's time for me to flip When I st-st-st-stutter, I'm high on that dip But you know what, I makes that real with my mouth Come on as we sail through the South Really though, nigga, see I'm a pimp, ho But y'all just chiz-ill, it ain't nothing but the intro Fool",1996,rap
You Make Me Feel Like Dancing - Remastered,Leo Sayer,"You've got a cute way of talking You got the better of me Just snap your fingers And I'm walking Like a dog hanging on your lead I'm in a spin You know Shaking on a string You know You make me feel like dancing I'm gonna dance the night away You make me feel like dancing I'm gonna dance the night away You make feel like dancing I feel like dancing Dancing Dance the night away I feel like dancing Dancing Ah Quarter to four in the morning I ain't feeling tired No, no, no, no, no Just hold me tight And leave on the light 'Cause I don't want to go home You put a spell on me I'm right where you want me to be You make me feel like dancing I'm gonna dance the night away You make me feel like dancing I'm gonna dance the night away You make feel like dancing I feel like dancing Dancing Dance the night away I feel like dancing Dancing Dance the night away Ah And if you'll let me stay We'll dance our lives away You make me feel like dancing I wanna dance my life away You make me feel like dancing I wanna dance my life away You make me feel like dancing I wanna dance my life away (I feel like dancing) You make me feel like dancing I wanna dance my life away (I feel just like dancing) You make me feel like dancing",1996,r&b
How Many Mics,Fugees,"Pick up your microphones... Ha-ha Pick up your microphones Yo! How many mics do we rip on the daily? Say, me say many money, say me say many many many How many mics do we rip on the daily? Many money, say me say many many many I get mad frustrated when I rhyme Thinkin' of all them kids that try to do this for all the wrong reasons Seasons change, mad things rearrange But it all stays the same like the love doctor, Strange I'm tame like the rapper Get red like a snapper when they do that Got your whole block saying ""True dat"" If only they knew that it was you who was irregular Sold your soul for some secular muzak that's wack Plus you use that, loop over and over Claiming that you got a new style Your attempts are futile, ooh child You puerile, brain waves are sterile You can't create, you just wait to take my tapes (bing!) Laced with malice, hands get calloused From gripping microphones from here to DallasGo ask Alice if you don't believe me I get Innervisions like Stevie See me, ascend from the chalice like the weed be Indeed we like Khalid Muhammad MCs make me vomit; I get controversial Freak your style with no rehearsal Au contraire mon frere, don't you even go there Me without a mic is like a beat without a snare I dare to tear into your ego, we go Way back like some ganja and pelequo Or Coleco-Vision, my rhymes make incisions in your anatomy And I'll back this with Deuteronomy Or Leviticus, God made this word, you can't get with this Sweet like licorice, dangerous like syphilis, yeah How many mics do we rip on the daily? Many money, say me say many many many How many mics do we rip on the daily? Many money, say me say many many many How many mics do you rip on the daily? Many money,  me say many many many How many mics do we rip on the daily? Many money, say me say many many many I used to be underrated, now I take iron Makes my shit constipated, I'm more concentrated So on my day off, with David Sonnenberg I play golf Run through Crown Heights screaming out, ""Mazel tov!""Problem with no man; before black, I'm first human Appetite to write like Frederick Douglass with a slave hand (Bing!) Street pressure, word to poppa, I ain't goin' under One day I'll have a label and make deals with Tommy Mottola Momma always told me, ""You're one in a million""Always watch your back, never tangle with Haitian Sicilians Now I got a record deal, ""How does it feel?""I'm never gonna survive unless I get crazy like Seal 'Cause the whole world's out of order So at night, the fiends dance on Grease with John Travolta One got slaughtered as he coughed blood from his mouth The other tried to duck and caught a left with my Guinness Stout Brother, brother, can't you get this through your head? This is set up by the Feds, they're scoping us with their Infra-reds How many mics do you rip on the daily? Many money, say me say many many many How many mics do I rip on the daily? Many money say me say many many many How many mics do we rip on the daily? Many money, say me say many many many Too many MCs, not enough mics Exit your show like I exit the turnpike Dicin' Dynamite like Dolemite Double dos been like I don't Dick Van Dyke Star light to star bright the freaks come out at night Like my man Wyclef (I wear my sunglasses at night) And my panache will mosh your entourage Squash the squad and hide their bodies under my garage And when the cops come lookin, I be bookin to Brooklyn Leave the trails broken flippin' tokens to Hoboken A clean getaway like Alec Baldwin Driving in my fast car playing Tracy Chapman How many mics do we rip on the daily? Say, me say many money say me say many many many How many mics do you rip on the daily? Many money, say me say many many many How many mics do we rip on the daily? Many money, say me say many many many How many mics do I rip on the daily? Many money, say me say many many many",1996,rap
Blinded By The Light,Manfred Mann's Earth Band,"Blinded by the light Revved up like a deuce Another runner in the night Blinded by the light Revved up like a deuce Another runner in the night Blinded by the light Revved up like a deuce Another runner in the night Madman drummers bummers Indians in the summer with a teenage diplomat In the dumps with the mumps as the adolescent pumps his way into his hat With a boulder on my shoulder Feelin' kinda older I tripped the merry-go-round With this very unpleasin' Sneezin' and wheezin'The calliope crashed to the ground The calliope crashed to the ground! But she was... Blinded by the light Revved up like a deuce Another runner in the night Blinded by the light Revved up like a deuce Another runner in the night Blinded by the light Revved up like a deuce Another runner in the night Blinded by the light Revved up like a deuce Another runner in the night Some silicone sister with a manager mister told me I got what it takes She said ""I'll turn you on sonny to something strong, play the song with the funky break""And go-cart Mozart was checkin' out the weather chart to see if it was safe outside And little Early-Pearly came by in his curly-wurly and asked me if I needed a ride Asked me if I needed a ride! But she was... Blinded by the light Revved up like a deuce Another runner in the night Blinded by the light She got down but she never got tired She's gonna make it through the night She's gonna make it through the night NA But mama, that's where the fun is But mama, that's where the fun is Mama always told me not to look into the eyes of the sun But mama, that's where the fun is Some brimstone baritone anticyclone rolling stone preacher from the east Says, ""Dethrone the dictaphone Hit it in it's funny bone, that's where they expect it least"" And some new-mown chaperone Was standin' in the corner, watching the young girls dance And some fresh-sown moonstone Was messin' with his frozen zone, reminding him of romance The calliope crashed to the ground But she was... Blinded by the light Revved up like a deuce Another runner in the night Blinded by the light Revved up like a deuce Another runner in the night (Madman drummers bummers, Indians in the summer with a teenage diplomat) Blinded by the light Revved up like a deuce Another runner in the night (In the dumps with the mumps as the adolescent pumps his way into his hat) Blinded by the light Revved up like a deuce Another runner in the night (With a boulder on my shoulder, feelin' kinda older, I tripped the merry-go-round) Blinded by the light Revved up like a deuce Another runner in the night (With this very unpleasin', sneezin' and wheezin, the calliope crashed to the ground) Blinded by the light Revved up like a deuce Another runner in the night (Now Scott with a slingshot finally found a tender spot and throws his lover in the sand) Blinded by the light Revved up like a deuce Another runner in the night (And some bloodshot forget-me-not said daddy's within earshot save the buckshot, turn up the band) Blinded by the light Revved up like a deuce Another runner in the night (Some silicone sister with a manager mister told me I go what it takes) Blinded by the light Revved up like a deuce Another runner in the night (She said ""I'll turn you on sonny to"") Blinded by the light (""something strong"") She got down but she never got tired She's gonna make it through the night",1996,rock
Every Little Thing U Do,Christopher Williams,"Everything u do just turns me on Every little thing u do It turns me on, oh yeah And every little thing you say It makes me wanna stay another day, another day Sexy thing, tell me do You want to go with me tonight 'Cause in my mind, I see romantic places Candlelight, champagne on ice It's the way you move me It's the way you groove me It's the way you do me That keeps me coming home It's the way you move me It's the way you groove me It's the way you do me That keeps me coming home Every little thing u do It turns me on, oh yeah And every little thing you say It makes me wanna stay another day, another day Sugar, it's on my mind And everyday my heart beats for you You're my angel, sometimes in disguise And that's what really does me wise It's the way you move me It's the way you groove me It's the way you do me That keeps me coming home It's the way you move me It's the way you groove me It's the way you do me That keeps me coming home Every little thing u do It turns me on, oh yeah And every little thing you say It makes me wanna stay another day, another day Every little thing u do It turns me on, oh, yeah And every little thing you say It makes me wanna stay another day, another day Every little thing u do It turns me on, oh, yeah And every little thing you say It makes me wanna stay another day, another day Every little thing u do It turns me on, oh, yeah And every little thing you say",1996,r&b
I'll Be All You'll Ever Need,Trinere,"Popularity : 275 users have visited this page Sponsored links I see you, contemplating, your confused So I'm waiting, so why don't you Make your move on me The feelings you hide I feel deep inside when your near We're both in a crowd Your thinking aloud and I hear You can't deny no no no Whats in your eyes In your eyes Its plain to see You want to be my guy Chorus: I'll be all you ever need Satisfaction guaranteed If you give me half a chance I'll be your girl I'll be all you ever need Satisfaction guaranteed If you give me half a chance I'll rock your world Everytime we meet It's the same old thing Incomplete Thoughts are all you bring, so boy reveal What is on your mind Your so insecure But I'll make you sure with my love And when I am done I'll be the one you think of You can't deny no no no Whats in your eyes In your eyes Its plain to see You want to be my guy Chorus",1997,latin
Make 'Em Say Ugh,Master P,"NA No Limit Studios, whassup? Who dis is? Who dis is? Nigga, this Rappin 4-Tay, who is this? Oh this is P P?! Yeah this is P! P?! (Yeah) If this P lemme hear ya say uhh Uhh This ain't no motherfuckin P! Man, hang the phone up Uhh Na-nah na-nah Make em say uhh (uhh) Na-nah na-nah (na-nah na-nah) Nigga, I'm the colonel of the motherfuckin tank Y'all after big thangs, we after big bank3rd Ward hustlas, soldiers in combat Convicts and dealers, and killers with TRU tats Never gave a fuck bout no hoes on our riches And niggas come short, I'm diggin ditches M.P. pullin stripes, commander-in-chief And fools run up wrong, nigga I'm knockin out some teeth I'm down here slangin, rollin with these hustlers Tryin to get rid of all you haters and you bustas Steppin on toes, break a niggas nose In the projects niggas anything goes Breakin fools off cause I'm a No Limit soldier At ease now salute, this pass me the doja Make em say uhh (uhh) Na-nah na-nah (na-nah na-nah) Fiend exercisin his right of exorcism, bustin out the Expedition Bullets choppin haters business to about the size of prisms our mission They heard we scary, No Limit mercenary No tellin how bad it get, because the worst'll vary I heard you make em worry, that this for the loot They intimidated by the rounds that the tank shoot Tank Dogs salute! Every robbery in store, cause they know Everything Fiend know, mean mo' money mo' Little Fiend still want the greens, the cornbread and the cabbage In your hood, remindin you bitches of who the baddest Definitely the maddest, so the crime gon' stick em up My uhh went twice (uhh, uhh) And ended with nine, get em Make em say uhh (uhh) Na-nah na-nah (na-nah na-nah) P gon' make ya say uhh, I'mma make you say ahh I'm not Eric B. but guaranteed to move this motherfuckin crowd I stay on like light switches, money, cause I like riches Hittin nothin but tight bitches, call me, I might hit ya Nigga make em say nah-nah-nah, don't trip After I bust yo' shit, then after that say na-nah-nah-nah I hang with niggas, I do my thang with niggas (uhh) They wanna know if I gangbang, cause I hang with a whole gang of niggas So when, we connect bitch better respect this, I step quick Cause I got a, vicious right hand but ya know what? My left is quick too! Silkk, you the type of nigga that promotes violence? You might be right Cause I'll step in the club and say somethin To get that motherfucker start to, fightin!! (Bout it!!) Bad as Vogues, I'm cold, extra see through Be G's fuckin knockin niggas cause I make em all see 3-D And P-D's the game that I spit, No Limit Soldiers got my back I run this motherfucker, TRU niggas And I betcha I'll make yall stay back! Make em say uhh (uhh) Na-nah na-nah (na-nah na-nah) We capitalize and monopolize on everything we see keep pistols drawed And cocked, we got the industry locked, we can't be stopped, too hot Check the spots that we got, on Billboard This Tank can set up roadblocks, we fadin all you hoes Want some mo? Then let's go, stretch you out like elastic Zip that ass up in plastic, have ya folks pickin caskets We drastic, our tactics is homegrown in the ghetto So feel the wrath of this sista, it's like you fightin 10 niggas Forget the baby boys, it's the biggest mamma Mia The Unlady Like diva, lyrical man eater, believe her Or see her, and get that ass embarrassed If you're a decision maker, guaranteed you'll get carried away So stay in yo' place, when ya hear mamma speakin Cannon spray, clear the way, when ya see The Tank creepin Make em say uhh (uhh) Na-nah na-nah (na-nah na-nah) I'm that nigga that rappers look up to when they won't know how to do it Used to be the little bitty skinny motherfucker with the braids in his hair Used to live on Tchoupitoulas I done paid my dues, but still played the blues Nigga play me like you was scared to lose I'm still a fool, you ain't heard the news I'm with them No Limit niggas, makin' major moves I won't stop now, bitch, I can't stop You can't stop me, so bitch don't try we We TRU soldiers, we don't die We keep rollin, na-nah-nah-nah-nah All aboard, bitch could get barely inside The Riverboat Hallelujah Niggas goin to war, got to fightin and shootin inside RumorsBitches be sayin he there, we there, BEWARE!!!C there, Silkk there Fiend there, Mamma there, P there Ain't no salary cap, on top of my dollars I roll with nothin, but them No Limit riders I gets down nigga, I hold my tank up high Watch how many bitches get wild, na-nah na-nah Make em say uhh (uhh) Na-nah na-nah (na-nah na-nah)",1997,rap
Mary Jane,Scarface,"(Scarface whispering): I don't really remember feeling like this Got this love formin' in my life-for this dame And indeed took the form of life-and that's a shame How a man can fall in love with dreams--not afraid Not afraid to let you up and leave Do your thang Mary Jane mess with all my folks-got 'em high For the days that they were lost and broke-shit got 'em by Only right we stop and give her props Plus she from the block of only finer crops Do your thang Mary JaneChorus: Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Happy just to hear your name Do your than Mary Jane Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary When the world starts to stress you out-what you do? Put a cancer stick up in your mouth-or grab a brew Sold in stores but the fact remains is-they the blame And the government's been taxin' that (   )-- gettin' paid If it's taxable it's cool to smoke--kill or not And the alcohol is killin' folks- true or not Other people try to make you bad--but I know you not When my situation's lookin' sad I know I got A true friend in my time of need-all I need Your natural you come from seeds-I decree Makes me happy when I'm feelin' pain Once again makes me happy just to hear your name Do your thang Mary JaneChorus: Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Happy just to hear your name Mary Jane do your thang Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary When you sad depressed and feeling strange-who you blame Need some company to keep you sane-call her name Mary Jane I love you Mary Jane-do your thang You're all I need to get me through this thang-true to game You ain't never made me smash my thangs-scratch the brain Anything you've always kept me tame-and its plain For me to see that you my everything-Mary Jane Mary Jane helps to ease the brain-when you hang Through the seasons you ain't never change-stayed the same Never seen what people seen in speed-you became Naturally you everything we need-do the thang Do your thang baby true indeed Do your thang Mary Jane Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Happy just to hear your name Mary Jane do your thang Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary Mary, Mary, Mary, Mary, Mary",1997,rap
